MEMBER_NBR,TERM,OPEN_DATE,LOAN_AMOUNT,RATE,CREDIT_SCORE_AT_ORIG,6_MOS_SCORE_CHG,TARGET_DATE,TIME_OBSERVED,CO,STATUS
1866640,48,2022-12-16 00:00:00.000,4500,17.9,568,44,,25,0,OPEN
1765680,48,2025-01-24 00:00:00.000,8000,13.99,673,0,,0,0,OPEN
1494170,48,2021-03-02 00:00:00.000,6500,10.49,698,-66,,46,0,OPEN
1497100,48,2022-05-12 00:00:00.000,7000,9.4,815,-77,10/31/2023,17,0,CLOSED
2104470,60,2024-11-19 00:00:00.000,15000,12.99,721,0,,2,0,OPEN
1690480,36,2025-01-22 00:00:00.000,8700,13.99,681,0,,0,0,OPEN
1591610,60,2021-08-31 00:00:00.000,15000,12.4,662,0,,41,0,OPEN
1548740,48,2023-06-06 00:00:00.000,7500,17.4,655,2,12/31/2024,18,0,CLOSED
1893410,60,2023-11-07 00:00:00.000,20000,12.9,772,65,,14,0,OPEN
1171330,36,2024-01-11 00:00:00.000,6000,13.49,694,-15,7/31/2024,6,0,CLOSED
1655200,60,2022-07-12 00:00:00.000,40000,9.4,807,18,9/30/2023,14,0,CLOSED
2009750,48,2023-10-07 00:00:00.000,4000,17.9,631,27,,15,0,OPEN
1854530,60,2023-11-10 00:00:00.000,30000,12.9,760,-62,,14,0,OPEN
1545730,60,2024-01-04 00:00:00.000,21000,11.49,751,13,,12,0,OPEN
1171780,48,2024-11-07 00:00:00.000,4200,19.99,600,0,,2,0,OPEN
337280,60,2021-02-19 00:00:00.000,29408,9.49,723,-30,,47,0,OPEN
590970,60,2021-04-07 00:00:00.000,15000,10.4,708,25,,45,0,OPEN
1712000,48,2021-12-22 00:00:00.000,9500,10.4,707,64,,37,0,OPEN
1150170,60,2022-06-09 00:00:00.000,16813.29,0,621,-23,10/31/2022,4,1,DEFAULT
1460390,48,2021-03-08 00:00:00.000,11732.52,9.49,721,-6,,46,0,OPEN
1383100,24,2023-11-21 00:00:00.000,4000,13.9,725,-27,,14,0,OPEN
1947970,36,2024-02-08 00:00:00.000,6400,12.49,733,28,3/31/2024,1,0,CLOSED
739330,48,2024-05-31 00:00:00.000,7000,11.99,793,-15,,8,0,OPEN
1445030,48,2021-03-05 00:00:00.000,6500,10.49,672,39,1/31/2024,34,0,CLOSED
1606810,60,2022-04-20 00:00:00.000,20248.28,10.4,703,13,8/31/2022,4,0,CLOSED
1398470,60,2022-08-25 00:00:00.000,15587,9.4,778,-6,2/29/2024,18,0,CLOSED
672690,48,2024-12-04 00:00:00.000,9000,13.99,699,0,,1,0,OPEN
1474540,60,2022-06-27 00:00:00.000,37049.19,9.4,763,51,,31,0,OPEN
598580,24,2024-01-05 00:00:00.000,5600,11.49,758,22,6/30/2024,5,0,CLOSED
1053470,48,2022-02-14 00:00:00.000,7200,9.49,734,21,12/31/2024,34,0,CLOSED
1427340,36,2022-09-13 00:00:00.000,5395.54,9.4,785,59,4/30/2023,7,0,CLOSED
1938010,36,2022-10-12 00:00:00.000,10000,9.9,747,-93,,27,0,OPEN
734530,36,2024-05-03 00:00:00.000,6000,11.99,847,-30,,8,0,OPEN
109610,60,2022-02-11 00:00:00.000,30000,8.49,821,-6,9/30/2024,31,0,CLOSED
1522050,36,2024-05-02 00:00:00.000,4100,11.99,755,-10,5/31/2024,0,0,CLOSED
1935160,48,2023-09-11 00:00:00.000,12500,14.9,691,0,,16,0,OPEN
1557170,36,2024-02-22 00:00:00.000,3812.55,19.49,603,-96,,11,0,OPEN
1213340,48,2021-05-06 00:00:00.000,6543.35,11.4,688,12,5/31/2024,36,0,CLOSED
1403900,48,2022-09-21 00:00:00.000,5000,10.4,707,-9,,28,0,OPEN
519900,60,2022-11-08 00:00:00.000,30000,9.9,797,-79,,26,0,OPEN
1616270,60,2023-03-20 00:00:00.000,26500,13.9,703,-24,10/31/2023,7,0,CLOSED
1742230,48,2021-04-28 00:00:00.000,7658.8,14.4,643,-5,,45,0,OPEN
1657450,60,2022-09-09 00:00:00.000,15000,10.4,713,-62,,28,0,OPEN
1644440,48,2023-08-22 00:00:00.000,10577.42,14.9,681,4,,17,0,OPEN
365430,36,2021-02-11 00:00:00.000,5000,8.49,806,-11,11/30/2023,33,0,CLOSED
1867610,48,2022-08-29 00:00:00.000,15000,8.9,771,12,11/30/2023,15,0,CLOSED
1727230,48,2023-02-28 00:00:00.000,6000,13.9,706,3,6/30/2024,16,0,CLOSED
1328610,36,2024-05-24 00:00:00.000,3800,14.99,661,7,,8,0,OPEN
1813480,24,2023-11-29 00:00:00.000,9100,17.9,639,46,,14,0,OPEN
1802810,60,2021-08-27 00:00:00.000,19956.32,11.4,678,16,4/30/2024,32,0,CLOSED
1810710,60,2021-09-16 00:00:00.000,17941.63,11.4,678,-1,11/30/2022,14,1,DEFAULT
1755650,48,2021-10-22 00:00:00.000,4192.94,12.4,667,-5,4/30/2024,30,0,CLOSED
1759430,48,2022-05-03 00:00:00.000,11655.11,10.4,704,68,1/31/2023,8,0,CLOSED
1743340,48,2023-07-06 00:00:00.000,11000,14.4,772,-14,7/31/2024,12,0,CLOSED
1374210,60,2023-11-14 00:00:00.000,20500,14.9,680,-83,,14,0,OPEN
1730900,48,2024-08-15 00:00:00.000,10000,13.99,672,0,,5,0,OPEN
428930,60,2021-09-07 00:00:00.000,17763.11,9.4,761,-10,,40,0,OPEN
1808830,60,2021-10-26 00:00:00.000,15000,12.4,651,-8,,39,0,OPEN
1609430,48,2022-06-06 00:00:00.000,15000,9.4,749,-72,9/30/2024,27,0,CLOSED
1674660,48,2022-09-08 00:00:00.000,10000,10.4,704,11,9/30/2023,12,1,DEFAULT
1213340,36,2024-05-29 00:00:00.000,15000,14.99,663,49,,8,0,OPEN
1651880,60,2021-04-06 00:00:00.000,30000,9.49,739,-21,,45,0,OPEN
869800,60,2021-06-04 00:00:00.000,27497.26,9.4,747,56,8/31/2022,14,0,CLOSED
1489730,60,2022-02-14 00:00:00.000,45000,8.49,750,-22,,35,0,OPEN
1556920,60,2022-12-30 00:00:00.000,20000,13.9,705,51,,25,0,OPEN
1874160,48,2023-07-28 00:00:00.000,4000,12.9,801,-51,10/31/2023,3,0,CLOSED
1953060,48,2023-08-14 00:00:00.000,4000,20.9,556,68,,17,0,OPEN
1720510,48,2023-12-21 00:00:00.000,10000,13.9,720,-22,1/31/2024,1,0,CLOSED
1014700,48,2024-10-01 00:00:00.000,4000,11.99,787,0,,3,0,OPEN
1815580,48,2021-09-29 00:00:00.000,6000,10.4,734,-42,8/31/2024,35,0,CLOSED
1724100,48,2022-01-19 00:00:00.000,14000,8.49,863,-229,7/31/2023,18,1,DEFAULT
1703420,48,2022-04-21 00:00:00.000,10000,9.4,746,-45,,33,0,OPEN
1907200,48,2023-06-30 00:00:00.000,11600,16.4,698,-63,,19,0,OPEN
1568900,48,2022-08-23 00:00:00.000,7000,11.4,671,-10,,29,0,OPEN
1819650,60,2022-09-28 00:00:00.000,30000,10.4,710,-57,,28,0,OPEN
1587220,48,2022-10-18 00:00:00.000,4000,12.9,655,20,,27,0,OPEN
1791100,36,2024-02-22 00:00:00.000,17000,11.49,758,-6,,11,0,OPEN
2049520,36,2024-09-23 00:00:00.000,5000,11.99,766,0,11/30/2024,2,0,CLOSED
1536570,48,2021-04-01 00:00:00.000,12000,8.49,756,16,10/31/2023,30,0,CLOSED
647520,48,2021-05-06 00:00:00.000,3396,17.4,614,0,,44,0,OPEN
1759030,48,2021-07-06 00:00:00.000,12000,12.4,654,43,7/31/2023,24,1,DEFAULT
1049510,60,2022-01-31 00:00:00.000,15000,10.49,671,8,5/31/2024,28,0,CLOSED
329180,60,2023-08-31 00:00:00.000,19000,12.9,831,-62,11/30/2024,15,0,CLOSED
697760,36,2024-01-23 00:00:00.000,3800,11.49,755,5,,12,0,OPEN
1761750,48,2022-07-08 00:00:00.000,8000,10.4,703,8,8/31/2023,13,0,CLOSED
1767000,48,2022-08-16 00:00:00.000,12000,9.4,777,-36,8/31/2022,0,0,CLOSED
1596620,48,2023-06-06 00:00:00.000,4000,15.4,725,-37,7/31/2023,1,0,CLOSED
208363,48,2023-08-14 00:00:00.000,6000,12.9,749,30,,17,0,OPEN
1595650,48,2021-09-02 00:00:00.000,6038.07,9.4,761,-51,,40,0,OPEN
930020,60,2021-12-14 00:00:00.000,20000,9.4,793,38,9/30/2022,9,0,CLOSED
2011310,48,2024-10-02 00:00:00.000,12000,14.99,669,0,,3,0,OPEN
1559880,36,2022-05-18 00:00:00.000,13000,11.4,689,-9,11/30/2024,30,0,CLOSED
1893520,48,2023-01-27 00:00:00.000,3500,14.9,676,0,8/31/2024,19,0,CLOSED
2026000,48,2024-04-04 00:00:00.000,4000,14.9,683,32,,9,0,OPEN
2037510,48,2024-09-13 00:00:00.000,19000,11.99,778,0,,4,0,OPEN
1606370,60,2021-10-06 00:00:00.000,30900,10.4,710,-2,,39,0,OPEN
1994920,48,2024-10-24 00:00:00.000,4750,19.99,519,0,,3,0,OPEN
1896910,60,2021-04-16 00:00:00.000,15000,9.49,738,0,9/30/2022,17,0,CLOSED
1475020,24,2022-02-03 00:00:00.000,8000,11.49,666,-6,8/31/2022,6,0,CLOSED
1212290,60,2023-02-07 00:00:00.000,15000,17.9,630,35,,23,0,OPEN
263590,60,2023-03-06 00:00:00.000,27000,13.9,729,77,,22,0,OPEN
1804850,24,2022-01-18 00:00:00.000,6500,11.49,659,-5,3/31/2023,14,0,CLOSED
1793410,36,2022-08-26 00:00:00.000,3001,9.4,807,-55,,29,0,OPEN
1229600,12,2022-09-30 00:00:00.000,4000,9.9,851,10,10/31/2023,13,0,CLOSED
2032090,11,2024-05-24 00:00:00.000,3750,13.99,690,-58,9/30/2024,4,0,CLOSED
1465110,60,2022-06-23 00:00:00.000,25385.81,9.4,769,-61,,31,0,OPEN
1819700,60,2022-07-28 00:00:00.000,35000,9.4,777,-170,4/30/2024,21,1,DEFAULT
1894790,48,2022-12-30 00:00:00.000,5000,17.9,0,0,10/31/2023,10,0,CLOSED
1949950,48,2024-03-13 00:00:00.000,8000,16.49,636,-12,,10,0,OPEN
3206030,48,2024-08-21 00:00:00.000,5000,13.99,679,0,,5,0,OPEN
1857060,36,2024-09-16 00:00:00.000,30000,11.99,788,0,,4,0,OPEN
72052,36,2021-08-19 00:00:00.000,3500,14.4,641,6,10/31/2022,14,0,CLOSED
1497530,48,2021-11-09 00:00:00.000,4511,10.4,714,-15,,38,0,OPEN
1918480,48,2023-07-14 00:00:00.000,14000,17.4,662,-18,8/31/2024,13,0,CLOSED
1207310,48,2024-08-16 00:00:00.000,15000,13.99,677,0,,5,0,OPEN
2072370,24,2022-06-29 00:00:00.000,6000,10.4,707,0,3/31/2024,21,0,CLOSED
1526520,48,2024-01-11 00:00:00.000,7017.23,12.49,705,-17,,12,0,OPEN
1840750,48,2024-07-19 00:00:00.000,10000,14.99,664,38,,6,0,OPEN
2096850,48,2024-10-16 00:00:00.000,5000,16.99,634,0,,3,0,OPEN
1683910,58,2021-04-07 00:00:00.000,30969.25,9.4,801,0,10/31/2022,18,0,CLOSED
1532930,48,2022-10-04 00:00:00.000,10000,10.9,705,-29,9/30/2024,23,1,DEFAULT
1389180,48,2024-03-12 00:00:00.000,14388,12.49,701,45,,10,0,OPEN
1526060,48,2024-05-01 00:00:00.000,12000,12.99,713,26,9/30/2024,4,0,CLOSED
1703600,48,2022-03-09 00:00:00.000,9039.4,10.49,670,23,,34,0,OPEN
924110,48,2022-06-22 00:00:00.000,12000,9.4,754,22,,31,0,OPEN
1587170,48,2023-11-08 00:00:00.000,5000,15.9,653,-16,,14,0,OPEN
1640430,48,2024-01-19 00:00:00.000,7800,14.49,662,-26,,12,0,OPEN
1710850,36,2023-06-16 00:00:00.000,8500,19.4,637,28,4/30/2024,10,0,CLOSED
1810650,60,2023-09-13 00:00:00.000,20000,13.9,724,-18,,16,0,OPEN
1793680,48,2024-05-08 00:00:00.000,30000,12.99,708,38,,8,0,OPEN
1747910,48,2022-06-22 00:00:00.000,3100,11.4,670,9,,31,0,OPEN
1454520,60,2025-01-31 00:00:00.000,27332.32,13.99,680,0,,0,0,OPEN
352280,60,2021-04-30 00:00:00.000,28000,11.4,675,30,8/31/2022,16,0,CLOSED
1695490,48,2021-04-20 00:00:00.000,11500,10.4,704,-31,,45,0,OPEN
169840,48,2023-01-18 00:00:00.000,12000,12.9,845,-48,4/30/2023,3,0,CLOSED
1682470,48,2024-05-23 00:00:00.000,8674.22,12.99,704,-25,,8,0,OPEN
1239590,60,2024-07-23 00:00:00.000,15000,11.99,756,21,,6,0,OPEN
1904000,60,2023-09-28 00:00:00.000,19000,13.9,739,47,,16,0,OPEN
1267060,48,2023-10-04 00:00:00.000,14000,12.9,805,2,,15,0,OPEN
1637030,60,2024-06-03 00:00:00.000,29739.9,12.99,715,94,,7,0,OPEN
1476930,36,2022-02-14 00:00:00.000,9200,13.49,644,27,5/31/2023,15,0,CLOSED
1764600,60,2022-06-01 00:00:00.000,15000,11.4,688,16,6/30/2023,12,0,CLOSED
1934260,48,2022-08-09 00:00:00.000,14000,10.4,706,9,3/31/2024,19,0,CLOSED
1301980,60,2023-06-05 00:00:00.000,29000,14.4,777,-4,,19,0,OPEN
1921110,60,2022-07-19 00:00:00.000,15000,9.4,767,-38,,30,0,OPEN
2030750,48,2024-02-23 00:00:00.000,7000,12.49,727,-20,,11,0,OPEN
2067030,48,2024-06-05 00:00:00.000,8370.19,13.99,696,28,,7,0,OPEN
1597470,48,2024-03-12 00:00:00.000,5000,11.49,813,8,,10,0,OPEN
1569200,48,2024-06-25 00:00:00.000,10000,13.99,687,19,,7,0,OPEN
3200260,60,2024-12-20 00:00:00.000,15000,11.99,837,0,,1,0,OPEN
1752730,36,2022-05-11 00:00:00.000,3500,9.4,787,-111,8/31/2023,15,0,CLOSED
829480,60,2022-07-22 00:00:00.000,24853.5,10.4,718,5,1/31/2023,6,0,CLOSED
2000340,48,2023-07-14 00:00:00.000,9000,17.4,663,14,10/31/2024,15,0,CLOSED
1615950,48,2024-02-29 00:00:00.000,7000,11.49,759,-33,,11,0,OPEN
1109260,60,2021-06-30 00:00:00.000,15000,10.4,733,37,,43,0,OPEN
1050770,48,2023-07-06 00:00:00.000,12000,14.4,821,-7,,18,0,OPEN
4217,60,2024-06-12 00:00:00.000,20000,11.99,885,-6,,7,0,OPEN
1695970,36,2021-02-09 00:00:00.000,3700,13.49,647,62,3/31/2023,25,0,CLOSED
764030,48,2021-04-05 00:00:00.000,9000,10.49,677,64,,45,0,OPEN
1843620,48,2022-01-14 00:00:00.000,5000,8.49,749,0,,36,0,OPEN
1652880,48,2022-06-10 00:00:00.000,7033.52,9.4,852,-126,,31,0,OPEN
1651300,48,2021-09-10 00:00:00.000,3001,17.4,567,27,8/31/2022,11,0,CLOSED
1559210,48,2023-02-28 00:00:00.000,6000,12.9,752,-2,,23,0,OPEN
1549530,36,2021-09-02 00:00:00.000,8000,17.4,619,-29,9/30/2023,24,0,CLOSED
1702680,48,2021-11-26 00:00:00.000,4000,10.4,712,-4,7/31/2022,8,0,CLOSED
1641250,48,2023-02-06 00:00:00.000,9900,13.9,735,1,,23,0,OPEN
2002000,48,2024-06-04 00:00:00.000,22000,11.99,758,2,,7,0,OPEN
1969950,60,2023-02-02 00:00:00.000,25000,12.9,829,-83,3/31/2023,1,0,CLOSED
2019580,48,2024-06-24 00:00:00.000,9774,14.99,655,25,,7,0,OPEN
980110,48,2024-10-17 00:00:00.000,4422.33,13.99,696,0,,3,0,OPEN
960000,60,2021-04-13 00:00:00.000,26000,10.4,723,84,,45,0,OPEN
1580100,60,2021-04-21 00:00:00.000,15000,12.4,650,-24,,45,0,OPEN
71425,48,2021-07-09 00:00:00.000,5000,9.4,773,-13,10/31/2022,15,0,CLOSED
1602960,48,2022-11-21 00:00:00.000,10133,12.9,662,-32,,26,0,OPEN
62888,48,2025-01-31 00:00:00.000,7500,11.99,758,0,,0,0,OPEN
1261040,48,2022-02-11 00:00:00.000,8045.21,8.49,756,-35,3/31/2024,25,0,CLOSED
73872,60,2022-11-23 00:00:00.000,15000,10.9,704,59,,26,0,OPEN
1968780,60,2023-03-15 00:00:00.000,18000,12.9,808,-17,1/31/2024,10,0,CLOSED
2089110,48,2024-09-10 00:00:00.000,6000,12.99,713,0,,4,0,OPEN
1903950,60,2022-07-27 00:00:00.000,16000,9.4,745,40,,30,0,OPEN
542590,48,2023-04-13 00:00:00.000,12000,15.4,724,-2,5/31/2023,1,0,CLOSED
1504930,36,2023-04-07 00:00:00.000,3001,17.4,651,49,8/31/2023,4,0,CLOSED
1688770,60,2023-07-13 00:00:00.000,19500,16.4,686,5,,18,0,OPEN
884870,48,2021-03-25 00:00:00.000,10000,10.49,677,-10,,46,0,OPEN
1249080,60,2021-06-16 00:00:00.000,26582.68,10.4,721,-17,12/31/2024,42,0,CLOSED
1610030,60,2021-07-09 00:00:00.000,28300,11.4,681,-11,,42,0,OPEN
172950,60,2022-02-22 00:00:00.000,50000,9.49,726,13,,35,0,OPEN
740290,48,2022-07-26 00:00:00.000,10000,10.4,727,-39,,30,0,OPEN
222412,60,2024-08-07 00:00:00.000,30000,12.99,709,0,,5,0,OPEN
1823850,60,2024-12-17 00:00:00.000,25000,13.99,687,0,,1,0,OPEN
1744820,48,2021-06-03 00:00:00.000,5500,14.4,630,-47,,43,0,OPEN
1585660,48,2022-02-01 00:00:00.000,12500,8.49,740,-45,,35,0,OPEN
1780840,48,2022-03-17 00:00:00.000,10500,8.49,774,6,,34,0,OPEN
1762560,60,2023-10-20 00:00:00.000,16470.34,13.9,722,-38,,15,0,OPEN
1653590,48,2021-03-22 00:00:00.000,11058.09,13.49,632,-55,11/30/2022,20,1,DEFAULT
270090,24,2021-11-26 00:00:00.000,7000,9.4,754,-33,7/31/2022,8,0,CLOSED
1620760,48,2022-05-05 00:00:00.000,7500,17.4,558,54,12/31/2024,31,0,CLOSED
1177370,60,2023-12-28 00:00:00.000,15000,12.9,821,-42,,13,0,OPEN
226110,60,2024-02-23 00:00:00.000,30000,11.49,813,2,3/31/2024,1,0,CLOSED
1184790,48,2024-02-08 00:00:00.000,5400,11.49,779,-18,,11,0,OPEN
306040,60,2024-06-25 00:00:00.000,18000,11.99,820,-11,,7,0,OPEN
377580,48,2021-10-22 00:00:00.000,7000,9.4,771,10,,39,0,OPEN
1818080,60,2021-10-14 00:00:00.000,25500,9.4,824,-55,,39,0,OPEN
1014900,24,2022-09-14 00:00:00.000,5000,10.4,717,-17,2/29/2024,17,0,CLOSED
1266320,24,2023-08-29 00:00:00.000,5000,13.9,711,-20,,17,0,OPEN
1285170,48,2022-07-28 00:00:00.000,5000,10.4,724,-32,,30,0,OPEN
1992540,60,2023-05-25 00:00:00.000,30000,17.4,668,-5,7/31/2023,2,0,CLOSED
1849960,48,2024-03-26 00:00:00.000,5500,12.49,711,9,,10,0,OPEN
1648170,48,2021-09-28 00:00:00.000,4000,10.4,712,8,,40,0,OPEN
1965330,48,2023-01-04 00:00:00.000,10000,13.9,715,4,4/30/2024,15,0,CLOSED
2089030,60,2024-09-09 00:00:00.000,20000,11.99,791,0,,4,0,OPEN
1178210,48,2022-10-03 00:00:00.000,5000,9.9,753,-44,12/31/2022,2,0,CLOSED
1519650,60,2024-08-27 00:00:00.000,25000,12.99,727,0,,5,0,OPEN
1411180,36,2021-09-22 00:00:00.000,15000,9.4,775,38,3/31/2024,30,0,CLOSED
1543680,48,2022-05-12 00:00:00.000,7000,9.4,755,-46,,32,0,OPEN
1119530,60,2022-06-27 00:00:00.000,18000,11.4,698,44,8/31/2022,2,0,CLOSED
1623030,48,2022-07-19 00:00:00.000,6500,12.4,669,-21,10/31/2022,3,0,CLOSED
1251350,48,2022-07-05 00:00:00.000,9000,8.9,761,-53,6/30/2023,11,0,CLOSED
2032360,60,2024-11-06 00:00:00.000,15000,12.99,733,0,,2,0,OPEN
1876550,60,2022-05-04 00:00:00.000,24000,12.4,650,-4,,32,0,OPEN
2033720,48,2023-12-29 00:00:00.000,5000,15.9,656,-8,,13,0,OPEN
3202240,48,2024-06-14 00:00:00.000,3500,14.99,664,-28,,7,0,OPEN
1086940,60,2024-12-20 00:00:00.000,30000,11.99,745,0,,1,0,OPEN
3205970,48,2025-01-14 00:00:00.000,14780.98,13.99,672,0,,0,0,OPEN
552570,60,2021-03-18 00:00:00.000,18366.71,8.49,812,-9,,46,0,OPEN
1621900,48,2022-01-11 00:00:00.000,6000,10.49,677,19,,36,0,OPEN
1710380,48,2022-03-18 00:00:00.000,9000,13.49,620,-8,8/31/2023,17,0,CLOSED
335660,60,2022-04-04 00:00:00.000,23000,8.49,788,-17,,33,0,OPEN
1410240,36,2022-06-24 00:00:00.000,15000,10.4,727,24,10/31/2024,28,0,CLOSED
805660,60,2023-06-02 00:00:00.000,25000,14.4,766,14,,19,0,OPEN
2009520,48,2023-09-18 00:00:00.000,27000,13.9,719,15,,16,0,OPEN
1877850,60,2024-02-02 00:00:00.000,16000,12.49,721,15,,11,0,OPEN
1565500,48,2021-02-18 00:00:00.000,12530.08,8.49,755,5,12/31/2024,46,0,CLOSED
1241970,48,2021-07-12 00:00:00.000,15000,9.4,768,-16,12/31/2024,41,0,CLOSED
1653560,48,2021-08-12 00:00:00.000,5500,11.4,676,1,,41,0,OPEN
1671980,60,2022-03-10 00:00:00.000,21679.26,10.49,677,26,1/31/2024,22,1,DEFAULT
1466110,60,2021-08-11 00:00:00.000,35004.1,9.4,808,-36,11/30/2022,15,0,CLOSED
1819650,24,2021-10-14 00:00:00.000,25578,12.4,668,-43,9/30/2022,11,0,CLOSED
1357370,24,2024-02-27 00:00:00.000,3001,19.49,617,26,,11,0,OPEN
1254310,60,2021-07-26 00:00:00.000,19500,10.4,729,21,8/31/2022,13,0,CLOSED
1706580,48,2021-09-29 00:00:00.000,5000,10.4,712,-40,,40,0,OPEN
1171330,48,2022-02-22 00:00:00.000,10000,10.49,682,-1,7/31/2024,29,0,CLOSED
14718,48,2024-02-09 00:00:00.000,6500,12.49,708,-15,,11,0,OPEN
1274410,60,2024-06-13 00:00:00.000,30000,11.99,742,-47,,7,0,OPEN
1766580,36,2021-06-08 00:00:00.000,7500,10.4,738,-16,3/31/2023,21,0,CLOSED
1723870,60,2022-03-08 00:00:00.000,20000,9.49,739,63,10/31/2024,31,0,CLOSED
857610,48,2022-08-26 00:00:00.000,10000,11.4,679,-2,,29,0,OPEN
1585240,48,2024-05-23 00:00:00.000,5000,16.99,626,19,,8,0,OPEN
1886570,36,2023-08-17 00:00:00.000,5000,13.9,729,-9,11/30/2024,15,0,CLOSED
1533310,48,2024-02-06 00:00:00.000,12800,12.49,737,27,,11,0,OPEN
1704130,60,2024-08-13 00:00:00.000,15000,12.99,714,0,,5,0,OPEN
1786090,60,2024-01-31 00:00:00.000,17000,12.49,721,-94,8/31/2024,7,1,DEFAULT
1516670,60,2024-05-28 00:00:00.000,21000,11.99,753,24,,8,0,OPEN
1609210,48,2024-10-15 00:00:00.000,10000,11.99,755,0,,3,0,OPEN
285090,48,2021-04-07 00:00:00.000,8000,8.49,771,23,,45,0,OPEN
1289800,60,2022-06-30 00:00:00.000,10000,11.4,688,-6,3/31/2024,21,0,CLOSED
230170,24,2023-07-20 00:00:00.000,6000,14.4,753,3,,18,0,OPEN
1424930,48,2024-09-10 00:00:00.000,6000,13.99,677,0,,4,0,OPEN
1477600,48,2022-05-23 00:00:00.000,10500,10.4,708,-12,,32,0,OPEN
1962170,60,2023-01-23 00:00:00.000,25000,12.9,788,20,,24,0,OPEN
1664710,48,2023-10-23 00:00:00.000,6500,13.9,711,7,,15,0,OPEN
1849810,60,2022-03-09 00:00:00.000,22001.96,8.49,776,12,,34,0,OPEN
66621,60,2022-04-04 00:00:00.000,20000,9.49,707,0,1/31/2024,21,0,CLOSED
2056790,36,2022-11-18 00:00:00.000,7000,9.9,887,0,1/31/2023,2,0,CLOSED
1338140,60,2021-07-09 00:00:00.000,22400,9.4,770,-60,8/31/2022,13,0,CLOSED
1022790,60,2022-03-04 00:00:00.000,29500,8.49,762,66,8/31/2023,17,0,CLOSED
1845950,36,2022-03-23 00:00:00.000,10000,10.49,692,11,3/31/2023,12,0,CLOSED
1833500,48,2022-06-14 00:00:00.000,10000,14.4,648,7,9/30/2023,15,1,DEFAULT
1874310,48,2022-10-07 00:00:00.000,14732.71,10.9,705,29,,27,0,OPEN
2013030,48,2023-09-22 00:00:00.000,5200,14.9,693,-37,1/31/2024,4,0,CLOSED
1047050,48,2024-03-11 00:00:00.000,12000,12.49,706,63,,10,0,OPEN
1577650,48,2022-02-14 00:00:00.000,10600,13.49,637,-1,,35,0,OPEN
1526720,48,2022-07-08 00:00:00.000,8750,14.4,628,4,,30,0,OPEN
1208670,60,2023-10-23 00:00:00.000,30000,13.9,706,66,,15,0,OPEN
1731210,36,2021-06-10 00:00:00.000,4500,9.4,783,-5,10/31/2022,16,0,CLOSED
1528350,24,2021-07-15 00:00:00.000,6000,9.4,848,-22,7/31/2023,24,0,CLOSED
1138070,48,2021-09-29 00:00:00.000,14078,9.4,753,2,,40,0,OPEN
959090,48,2022-01-04 00:00:00.000,5000,8.49,769,27,7/31/2024,30,0,CLOSED
1754230,60,2021-05-14 00:00:00.000,40000,10.4,722,39,,44,0,OPEN
1978350,48,2022-10-17 00:00:00.000,15000,10.9,715,23,,27,0,OPEN
1835260,48,2024-03-20 00:00:00.000,10000,11.49,742,10,5/31/2024,2,0,CLOSED
1424580,48,2024-05-02 00:00:00.000,14000,12.99,727,-36,,8,0,OPEN
2049520,60,2024-08-05 00:00:00.000,18000,11.99,798,0,8/31/2024,0,0,CLOSED
1599090,60,2024-01-31 00:00:00.000,15000,13.49,682,-27,,12,0,OPEN
2090390,60,2024-09-16 00:00:00.000,16000,11.99,758,0,,4,0,OPEN
1723050,60,2021-03-19 00:00:00.000,17000,9.49,717,51,,46,0,OPEN
76920,48,2022-10-03 00:00:00.000,14300,9.9,768,9,10/31/2023,12,0,CLOSED
1252070,36,2022-12-10 00:00:00.000,3105.9,9.9,828,-14,4/30/2024,16,0,CLOSED
1797880,60,2023-02-18 00:00:00.000,15000,14.9,670,-41,,23,0,OPEN
1758340,48,2023-03-09 00:00:00.000,6000,15.9,666,68,12/31/2024,21,0,CLOSED
1968220,48,2023-08-22 00:00:00.000,11000,17.9,634,19,5/31/2024,9,1,DEFAULT
967060,60,2024-08-02 00:00:00.000,15000,11.99,783,0,,5,0,OPEN
604750,60,2021-03-30 00:00:00.000,15000,8.49,751,-88,11/30/2023,32,0,CLOSED
748320,60,2021-04-07 00:00:00.000,15000,9.4,0,0,,45,0,OPEN
1205030,48,2021-08-10 00:00:00.000,10000,9.4,851,-21,11/30/2024,39,0,CLOSED
1068010,48,2021-09-20 00:00:00.000,9621.83,10.4,735,-11,,40,0,OPEN
1666220,60,2022-02-15 00:00:00.000,14000,10.49,697,7,,35,0,OPEN
1433840,48,2022-09-20 00:00:00.000,5000,9.4,836,3,2/29/2024,17,0,CLOSED
741080,60,2024-05-21 00:00:00.000,24500,11.99,869,-172,,8,0,OPEN
612960,60,2024-07-30 00:00:00.000,15000,11.99,756,-4,,6,0,OPEN
1980700,60,2024-08-22 00:00:00.000,15000,13.49,699,0,11/30/2024,3,0,CLOSED
1363300,48,2021-03-30 00:00:00.000,7571.15,9.49,703,-2,,46,0,OPEN
1496570,60,2022-03-17 00:00:00.000,25000,10.49,681,28,,34,0,OPEN
1120210,48,2023-12-07 00:00:00.000,7800,15.9,653,-1,,13,0,OPEN
1591840,48,2023-12-04 00:00:00.000,8500,15.9,669,-44,5/31/2024,5,0,CLOSED
2025280,36,2024-12-24 00:00:00.000,4000,11.99,750,0,,1,0,OPEN
